time,tavg,tmin,tmax,prcp
13-10-2016,23.6,20.1,29.3,2.5
14-10-2016,24.8,21,29.4,0
15-10-2016,23.9,19.4,30.6,
16-10-2016,24.5,18.6,30.1,
17-10-2016,24.4,18.4,31.2,
18-10-2016,24.5,18.6,31,
19-10-2016,24.9,18.7,31.2,
20-10-2016,24.5,19.1,31.1,
21-10-2016,24.8,19.1,31.2,
22-10-2016,24,19.5,31.2,
23-10-2016,22.9,18.6,31.2,
24-10-2016,24.6,17.7,29.8,
25-10-2016,24.8,19.8,31.3,
26-10-2016,24.2,18.4,31,
27-10-2016,24.7,19.4,30.8,
28-10-2016,25.2,18.6,31,
29-10-2016,25.6,18.7,31.6,
30-10-2016,25,21,32,
31-10-2016,24.5,20.1,30.7,0
01-11-2016,23.7,20.8,30.6,0
02-11-2016,24.1,20.1,29.1,1.5
03-11-2016,25.2,20.9,30.7,0
04-11-2016,24.8,20,31.6,
05-11-2016,24.8,19.1,31.6,
06-11-2016,24.6,18.1,31.2,
07-11-2016,23.9,18.7,31.5,
08-11-2016,23.3,18.8,30.6,
09-11-2016,22.5,17.7,30.3,
10-11-2016,22.8,17,29.3,
11-11-2016,22.9,17,30.3,
12-11-2016,23.9,17.8,29.6,
13-11-2016,24.4,20.2,30.5,
14-11-2016,24.1,20.4,30.9,
15-11-2016,24.6,20.3,30.1,
16-11-2016,24.3,19.6,30.4,
17-11-2016,23.9,20.2,31.4,
18-11-2016,23.4,19.1,29.7,
19-11-2016,23.1,18.2,29.7,
20-11-2016,23.3,18.4,29.7,
21-11-2016,22.9,18.1,30.5,
22-11-2016,22.9,16.6,31,
23-11-2016,24.3,16.5,31.9,
24-11-2016,22.4,16.1,31.8,
25-11-2016,22.2,16.2,30.7,
26-11-2016,23.4,15.9,31.5,
27-11-2016,22.6,15,31.5,
28-11-2016,23,14.2,32.5,
29-11-2016,22.1,15.6,33,
30-11-2016,21.9,16.7,29.9,
01-12-2016,21.6,17.6,30,
02-12-2016,20.9,18,26.9,3.3
03-12-2016,21.1,18.9,26.9,4.3
04-12-2016,22.8,19,27.9,0
05-12-2016,23.4,19.6,29,0
06-12-2016,22,18.2,29.4,0
07-12-2016,22.1,15,28,
08-12-2016,22.7,18.4,29,
09-12-2016,22.5,16.2,29.1,
10-12-2016,20.1,16,30.3,
11-12-2016,21.7,12,28,
12-12-2016,20.9,17.9,28.4,
13-12-2016,18.8,17.7,25,60.7
14-12-2016,20.3,18.6,23.3,4.3
15-12-2016,21.8,17.9,26.8,0
16-12-2016,20.8,18.4,27.3,
17-12-2016,22.4,18,27.6,0.3
18-12-2016,22.3,16.8,28.4,0
19-12-2016,22,16.7,28.9,
20-12-2016,21.8,15.6,29.4,
21-12-2016,22.6,17.7,28.8,
22-12-2016,22.3,16.8,30.4,
23-12-2016,21.3,14,31,
24-12-2016,21.5,14.4,30.3,
25-12-2016,20.6,14.7,30.5,
26-12-2016,21.8,14.8,29,
27-12-2016,21.4,14.9,30.4,
28-12-2016,21.9,16.4,29.8,
29-12-2016,20.8,15.5,28.7,
30-12-2016,20.4,14.8,28.2,
31-12-2016,20,14.9,27.5
