time,tavg,tmin,tmax,prcp
01-01-2012,22.1,16.7,28.5,0
02-01-2012,22.3,18.3,29.2,
03-01-2012,23.1,18,30.6,
04-01-2012,23.7,18.8,30.6,
05-01-2012,23.3,18.6,30.1,
06-01-2012,22.7,17,30.6,
07-01-2012,22.1,16.9,30.6,
08-01-2012,22.6,16,30.2,
09-01-2012,22.9,17.2,30.4,
10-01-2012,23.2,18.8,30.4,
11-01-2012,23.1,18.9,30.4,
12-01-2012,22.4,17.9,29.8,0.3
13-01-2012,21.4,17.4,28.2,0
14-01-2012,20.4,15.9,28,
15-01-2012,19.3,13.4,27.2,
16-01-2012,19.8,12,28.8,
17-01-2012,21.2,13.2,30.2,
18-01-2012,21.3,13.5,30.2,
19-01-2012,21.9,16.1,30,
20-01-2012,21.9,15.8,29.5,
21-01-2012,22,15.4,29.9,
22-01-2012,21.1,15.4,29.9,
23-01-2012,20.6,15.2,29.2,
24-01-2012,20.7,14.9,28.3,
25-01-2012,19.8,14,28.3,
26-01-2012,20.9,14.3,28.4,
27-01-2012,21.4,16,28.8,
28-01-2012,21.7,17.5,28.8,
29-01-2012,21.8,16.4,28.8,
30-01-2012,21.1,16.5,28.4,
31-01-2012,21.4,16.6,28,
01-02-2012,20.8,14.6,28.2,
02-02-2012,21.1,14,28.4,
03-02-2012,21.1,15.6,28.4,
04-02-2012,21.9,16,29.4,
05-02-2012,22.7,16,30.6,
06-02-2012,23.1,16,30.6,
07-02-2012,23.5,18,30.7,
08-02-2012,24.4,17.7,32.4,
09-02-2012,24.4,18.8,32.4,
10-02-2012,24.3,18.7,32.2,
11-02-2012,23.2,18.5,31.4,
12-02-2012,23.8,18.8,30.2,
13-02-2012,23.4,18.1,31.6,
14-02-2012,23.9,16.9,31.8,
15-02-2012,24.3,17.7,31.8,
16-02-2012,24.9,18.4,32.3,
17-02-2012,24.8,19.4,32.5,
18-02-2012,23.6,18.6,32.5,
19-02-2012,24.1,16.2,32.4,
20-02-2012,25,16.9,33.3,
21-02-2012,25.6,17.8,33.6,
22-02-2012,24.5,17.8,33.6,
23-02-2012,24.2,17.4,32.6,
24-02-2012,24.8,16.3,32.8,
25-02-2012,24.4,16.2,32.8,
26-02-2012,24.3,15.8,32.6,
27-02-2012,24.2,15.6,32.6,
28-02-2012,26.1,16.6,35.4,
29-02-2012,26.7,20,35.4,
01-03-2012,27,20.2,35.6,
02-03-2012,26.9,17.5,35.6,
03-03-2012,26.7,19.8,34.9,
04-03-2012,27.1,18.6,35.1,
05-03-2012,26.9,21.5,35.1,
06-03-2012,26.5,21.1,34.3,
07-03-2012,27.1,21.3,34.3,
08-03-2012,26.4,21.2,33.7,
09-03-2012,25.7,19,33.5,
10-03-2012,26.7,20.6,33.5,
11-03-2012,25.9,19.6,33.5,
12-03-2012,26.1,19.6,33.4,
13-03-2012,25.8,20.6,33.4,
14-03-2012,26.2,20.4,32.6,
15-03-2012,26.7,20.8,33.6,
16-03-2012,27,20.9,33.9,0
17-03-2012,27.3,21.6,34.6,
18-03-2012,28.2,20.8,35.5,
19-03-2012,28.2,22.2,35.5,
20-03-2012,28,22.9,35.1,
21-03-2012,27.8,22.7,35.4,
22-03-2012,27.4,22,35.4,
23-03-2012,27.6,22,35.4,
24-03-2012,27.1,20.2,35.4,
25-03-2012,26.4,18.4,35.3,
26-03-2012,26.4,18.4,35.3,
27-03-2012,26.2,17.7,35.3,
28-03-2012,26.5,19.8,34.4,
29-03-2012,28.4,21.9,37.2,
30-03-2012,27.6,21.9,35.6,
31-03-2012,27.2,19.7,35.2,0.8
01-04-2012,26.7,21.2,35,0
02-04-2012,27,21,33.9,
03-04-2012,27.1,21.9,34.6,
04-04-2012,28,21.6,36,
05-04-2012,28.9,21.9,36,
06-04-2012,27.4,22.9,35.4,
07-04-2012,28.5,22.8,35.2,
08-04-2012,28.6,23.2,34.8,
09-04-2012,28.6,23.4,35.2,
10-04-2012,28.5,22.7,35.4,
11-04-2012,28.9,23.3,35.4,
12-04-2012,28.7,22.9,35.8,
13-04-2012,28.5,21.2,35.8,
14-04-2012,28.3,22.8,35.6,
15-04-2012,28.5,22.6,35.8,
16-04-2012,29.2,23,35.8,
17-04-2012,28.4,23.4,35.5,
18-04-2012,27.2,22.9,35.8,0
19-04-2012,28.3,20.7,35.8,1
20-04-2012,29.1,23.4,35.9,0
21-04-2012,28.6,24,35.9,
22-04-2012,29.5,24.2,35.3,
23-04-2012,29.7,24.7,37.1,
24-04-2012,29.3,23.6,37.5,
25-04-2012,24.4,20.9,37.5,
26-04-2012,25.8,20.9,32.4,8.9
27-04-2012,25.5,20.9,32.7,0
28-04-2012,25.9,21.8,32.7,3
29-04-2012,26.6,22.3,34,0
30-04-2012,25.7,23,34,0.5
01-05-2012,26.1,21.9,33.4,0
02-05-2012,26.6,20.4,33.4,10.9
03-05-2012,28.1,23.2,34.2,0
04-05-2012,28.1,23.2,34.8,
05-05-2012,27.4,21.8,34.8,
06-05-2012,27.4,21.4,34.2,
07-05-2012,28.3,21.9,34.8,
08-05-2012,26.2,21.9,34.8,
09-05-2012,25.9,20.6,34.5,
10-05-2012,24.9,21.3,33,3
11-05-2012,25.4,21.1,31.7,0
12-05-2012,24.1,19,31.6,0.3
13-05-2012,25.4,20.1,31,40.9
14-05-2012,24.8,22.4,31,0
15-05-2012,24.1,20.9,33.5,3
16-05-2012,25.4,19.5,33.5,49
17-05-2012,26.9,22.8,32.5,0
18-05-2012,27.7,22.8,34.7,
19-05-2012,28.3,23.6,34.7,
20-05-2012,28.6,23.3,34.9,
21-05-2012,28.2,23.1,35.2,
22-05-2012,28,22.9,35.2,
23-05-2012,28.1,22.7,34.4,
24-05-2012,27.4,22.5,34.4,
25-05-2012,26.8,22,32.7,
26-05-2012,26.2,22.1,32.7,
27-05-2012,27.4,22,33.9,4.1
28-05-2012,27.6,22.3,33.9,0
29-05-2012,26.2,22.8,33.6,
30-05-2012,27.5,22.8,33.3,
31-05-2012,27.1,22.1,33.4,
01-06-2012,27.1,21.3,33.1,
02-06-2012,27.9,22.7,34.1,
03-06-2012,27.5,22.5,34.1,
04-06-2012,26.8,21.9,33.7,
05-06-2012,25.4,21.4,33.7,
06-06-2012,24.4,21.4,31.2,
07-06-2012,25.7,21.3,31.2,
08-06-2012,24.8,21.7,31.2,
09-06-2012,26.2,21.1,30.7,
10-06-2012,25.8,21.5,30.6,
11-06-2012,25.6,20.6,31.4,
12-06-2012,24.7,20.6,31.4,
13-06-2012,25.8,20.6,32.4,
14-06-2012,26.6,21.2,33.1,
15-06-2012,25.8,21.3,33.1,
16-06-2012,24.5,20.8,33.1,
17-06-2012,24.1,20.9,30.2,
18-06-2012,22.2,20.9,28.5,0
19-06-2012,23.8,20.1,28.4,0
20-06-2012,24.3,20.4,30.6,
21-06-2012,24.2,20,30.6,
22-06-2012,23.8,20,30.6,
23-06-2012,25.4,20.5,31.6,
24-06-2012,25.2,20.4,31.6,
25-06-2012,24.7,20.3,31.6,
26-06-2012,24.9,20.6,30.6,
27-06-2012,25.2,21.1,31.2,
28-06-2012,24.5,20.7,31.2,0
29-06-2012,24.2,20.4,30.4,0.5
30-06-2012,24.9,20.6,31.4,0
01-07-2012,23.8,20.4,31.4,
02-07-2012,22.5,20.9,27.5,
03-07-2012,23.7,20.2,28.5,
04-07-2012,24.5,19.8,30.4,
05-07-2012,25.5,20,32.2,
06-07-2012,25.8,20.7,32.2,
07-07-2012,24.1,20.5,31.8,
08-07-2012,24.8,20.4,31.5,
09-07-2012,25.2,20.9,31.5,
10-07-2012,24.1,21.4,31,0.5
11-07-2012,24.6,20.3,30.6,0
12-07-2012,25.2,20.9,31.2,
13-07-2012,25.1,21.4,31.2,0
14-07-2012,24.4,21.2,31.2,7.1
15-07-2012,21.8,,28.4,11.9
16-07-2012,22.5,20.1,27.3,13
17-07-2012,23.6,20.9,29.6,1
18-07-2012,22.6,19.9,29.6,21.1
19-07-2012,23.6,20,26.9,0
20-07-2012,22.5,19.7,27,0
21-07-2012,22.1,20,27,0
22-07-2012,23.2,20.1,27.4,1
23-07-2012,23.6,20.6,28.6,2
24-07-2012,24.1,20.1,30,0
25-07-2012,24.8,19.9,30.1,
26-07-2012,23.3,21.2,30.1,
27-07-2012,23.2,20.6,27.2,
28-07-2012,23.4,20.6,28,
29-07-2012,23.4,20.1,28,
30-07-2012,23.7,19.3,29.7,0
31-07-2012,23.6,19.2,29.7,
01-08-2012,23.7,19.7,29.4,
02-08-2012,23.7,20,29.4,
03-08-2012,22.3,19.9,28.7,
04-08-2012,23.1,19.9,27.8,
05-08-2012,23.4,20.1,29.4,
06-08-2012,22.2,20.8,29.4,7.1
07-08-2012,23,20.5,27.3,14
08-08-2012,23.7,20.5,28.5,0.8
09-08-2012,22.3,20.9,28.5,0
10-08-2012,22.7,20.3,27.4,0
11-08-2012,22.9,20.4,27.3,0
12-08-2012,23.1,20.9,27.6,0
13-08-2012,23.4,20.4,29.6,0
14-08-2012,24.7,20.2,30.5,14
15-08-2012,24.9,20.7,31,0
16-08-2012,25,20.9,31,
17-08-2012,23.4,20,30.9,
18-08-2012,21.9,19.8,30,
19-08-2012,23.9,19.8,29.5,
20-08-2012,24.7,19.5,31.1,
21-08-2012,24.3,19.6,31.1,
22-08-2012,24.1,20.4,30.9,2
23-08-2012,24.5,19.9,32.4,0
24-08-2012,24.3,19.8,32.4,58.9
25-08-2012,23.3,,30.5,0.5
26-08-2012,21.3,19.7,28.4,57.9
27-08-2012,21.3,19.5,25.2,0
28-08-2012,22.2,19.7,26.6,23.1
29-08-2012,22.6,20.2,27.4,0
30-08-2012,22.2,20.1,27.4,1
31-08-2012,22.2,19.6,27.8,0
01-09-2012,22.7,20,27.8,2
02-09-2012,24,20,29,0
03-09-2012,23.2,21.4,29,
04-09-2012,22.8,20.4,26.9,0
05-09-2012,23.6,19.9,28.3,0.8
06-09-2012,23.8,20.3,28.9,0
07-09-2012,23.4,20.5,28.9,
08-09-2012,22.9,20.2,28.2,
09-09-2012,23.1,20.4,27.2,0
10-09-2012,23.3,19.6,28,1
11-09-2012,23.4,20,28.6,0
12-09-2012,24.1,19.9,30.1,
13-09-2012,24.1,20.5,30.1,
14-09-2012,24.3,19.9,29.7,40.9
15-09-2012,23.1,19.9,29.3,0
16-09-2012,23.7,19.2,29.4,
17-09-2012,23.9,19.9,29.8,
18-09-2012,23.2,19.6,29.8,0
19-09-2012,25.1,20.3,30.4,0
20-09-2012,25.1,20.6,30.4,
21-09-2012,24.8,20.2,30.6,
22-09-2012,25.7,20.5,31.8,
23-09-2012,25.9,20.9,32.5,
24-09-2012,25.3,20.2,32.5,
25-09-2012,25.4,20.7,31.3,
26-09-2012,25.7,19.3,31.8,
27-09-2012,23.2,20.2,31.8,
28-09-2012,22.9,19.8,30.3,
29-09-2012,24.1,20,28.8,5.1
30-09-2012,22.9,20.9,28.8,3
01-10-2012,23.4,21,26.8,3
02-10-2012,23.5,19.9,28.7,0
03-10-2012,23.6,18,30.3,
04-10-2012,24.4,18.8,31,
05-10-2012,25.6,19.5,32.3,
06-10-2012,24.6,21.8,32.3,
07-10-2012,23.6,19,31.2,
08-10-2012,24.6,21.1,30,
09-10-2012,22.8,17.8,30,
10-10-2012,24,19.6,30.5,
11-10-2012,24.3,19.4,31.1,
12-10-2012,24.2,20,31.1,
13-10-2012,24.8,21.2,31,
14-10-2012,22.6,20.9,31,0.3
15-10-2012,22.4,19.5,29.5,26.9
16-10-2012,22.6,19.3,28,1
17-10-2012,23.4,18.5,29,1
18-10-2012,23.8,18.6,29.2,0
19-10-2012,22.1,20,29,0
20-10-2012,21.4,19.9,27.5,5.1
21-10-2012,21.6,20,26.3,3
22-10-2012,22.4,18.9,27.2,2
23-10-2012,22.6,18.5,27.3,0
24-10-2012,23.2,20.2,27.3,0
25-10-2012,23.6,19.9,28.7,0
26-10-2012,23.6,18.7,29.3,
27-10-2012,22.8,18.7,29.3,
28-10-2012,22.9,18.2,29,
29-10-2012,22.6,18.6,29,
30-10-2012,21.6,18.9,27.2,
31-10-2012,18.8,18.1,25.3,3
01-11-2012,19.2,18.6,20,81
02-11-2012,21.7,19,26,9.9
03-11-2012,21.5,19.4,26.7,1
04-11-2012,23.2,18.5,29,6.1
05-11-2012,23.7,20.6,29.6,0
06-11-2012,23.3,20.3,29.6,0.8
07-11-2012,22.8,18.3,29.3,0
08-11-2012,24.7,19.9,29.3,
09-11-2012,23.5,19.4,29.6,
10-11-2012,23.3,18.6,29.6,
11-11-2012,23.2,18.9,29.6,
12-11-2012,23.1,17.5,29.3,
13-11-2012,22.1,17.3,29.1,
14-11-2012,21.5,15.7,29,
15-11-2012,20.4,13.4,27.6,
16-11-2012,20.4,14.5,28.1,
17-11-2012,20.8,14.1,28.5,
18-11-2012,20.9,13.6,29.1,
19-11-2012,22.1,13.3,29.6,
20-11-2012,24.6,16.6,30.8,
21-11-2012,24.8,20.2,30.8,
22-11-2012,23.3,19.9,30.7,
23-11-2012,22.2,19.9,28.4,
24-11-2012,22.1,18.9,27.1,
25-11-2012,22.9,18.5,27.9,
26-11-2012,22.9,18.2,29,
27-11-2012,22,17.4,29,
28-11-2012,21.1,16,28.7,
29-11-2012,21.4,15.4,29,
30-11-2012,21,15.3,29,
01-12-2012,21.7,15.3,28.4,
02-12-2012,21.7,16,28.4,
03-12-2012,22.1,17.2,28.1,
04-12-2012,20.8,18.9,27.9,0.5
05-12-2012,22.2,19.4,27,23.9
06-12-2012,21.5,18.9,27,0.8
07-12-2012,22.2,17.1,28.6,0
08-12-2012,21.9,16.9,28.6,
09-12-2012,21.4,12.7,30,
10-12-2012,22.3,15.5,30,
11-12-2012,22.6,16.2,30.3,
12-12-2012,23.2,16.6,30.7,
13-12-2012,22.5,17.8,30.7,
14-12-2012,21.9,16.9,30,
15-12-2012,20.5,14.4,28.3,
16-12-2012,20,15.4,27.2,
17-12-2012,20.9,15.5,25.7,
18-12-2012,20.3,17,26.5,
19-12-2012,20.5,14.9,27.2,
20-12-2012,21.6,16,29,
21-12-2012,21.6,17,29,
22-12-2012,21.3,15.8,28.8,
23-12-2012,21.1,16.6,28.2,
24-12-2012,21.8,16.3,29.2,
25-12-2012,22.5,17.2,29,
26-12-2012,21.8,17,29,
27-12-2012,21.4,17,28,
28-12-2012,22.3,16.9,28,
29-12-2012,22.3,19.4,27.9,
30-12-2012,22.7,19.5,28,2
31-12-2012,23.3,20.2,28.6,0
01-01-2013,23.4,,30.3,
02-01-2013,22.4,16.9,30.3,
03-01-2013,24,16.9,31.8,
04-01-2013,24.2,17.4,32,
05-01-2013,23.8,18,32,
06-01-2013,23.3,18.3,31,
07-01-2013,22.8,17.6,30.2,
08-01-2013,23.1,17.4,30.6,
09-01-2013,22.9,17.4,30.6,
10-01-2013,22.3,17,30,
11-01-2013,22.3,17,29.4,
12-01-2013,21.8,15.7,29.4,
13-01-2013,22.3,15.7,30.1,
14-01-2013,21.8,14.8,30.6,
15-01-2013,21.6,14.2,30.6,
16-01-2013,21.1,15.4,29.9,
17-01-2013,20.4,15.4,28.1,
18-01-2013,21.2,14.5,28.3,
19-01-2013,21.6,16.4,29.6,
20-01-2013,21.9,16.6,29.6,
21-01-2013,22.3,17.5,29.9,
22-01-2013,21.9,15.1,29.9,
23-01-2013,21.3,15.2,29,
24-01-2013,21.3,14.6,28.8,
25-01-2013,21.6,15.5,29.1,
26-01-2013,21.8,14.6,29.2,
27-01-2013,22.3,15.6,30.1,
28-01-2013,22.4,16,30.3,
29-01-2013,23,16.9,30.3,
30-01-2013,23.1,17.8,30,
31-01-2013,22.1,17.3,29.8,
01-02-2013,21.6,15.3,29.2,
02-02-2013,21.4,15.2,29.2,
03-02-2013,21.8,14.4,29.6,
04-02-2013,22.5,16.1,30.5,
05-02-2013,23.2,17.8,30.5,
06-02-2013,23.7,19.3,31,
07-02-2013,24.6,18.8,32.2,
08-02-2013,24.6,21,32.2,
09-02-2013,23.9,17.9,31.6,
10-02-2013,22.8,17.1,31.6,
11-02-2013,22.7,17.2,30,
12-02-2013,24,18,31.4,
13-02-2013,24.5,18.9,31.5,
14-02-2013,23.9,19.7,31.5,
15-02-2013,24.3,20.2,31.4,0
16-02-2013,24.8,20.7,31.4,0
17-02-2013,25.1,19.9,31.4,2
18-02-2013,25.3,21.3,31.8,0
19-02-2013,24.8,20.5,31.8,
20-02-2013,24.5,19.7,32.2,
21-02-2013,24.3,18,32.2,
22-02-2013,24.2,17,31.8,
23-02-2013,23.8,17,32.4,
24-02-2013,24.5,16.2,33.4,
25-02-2013,24.1,15.9,33.4,
26-02-2013,24.7,16.3,32.4,
27-02-2013,24.7,16.9,32.4,
28-02-2013,25.6,18.7,33,
01-03-2013,25.5,18.5,33,
02-03-2013,25.5,18.9,33,
03-03-2013,25.3,18.5,33.2,
04-03-2013,24.8,16.7,33.2,
05-03-2013,25.4,18.8,32.7,
06-03-2013,23.5,21,32.7,0
07-03-2013,24,21,30.4,0
08-03-2013,25.4,18.9,32,0.5
09-03-2013,25.8,20.3,34.1,0
10-03-2013,27.1,21.2,34.1,
11-03-2013,26.9,21.5,33.7,
12-03-2013,26.8,20.8,34.8,
13-03-2013,27.1,20.2,34.8,
14-03-2013,26.8,20.7,34.7,
15-03-2013,25.3,18.9,34.2,
16-03-2013,25.9,19.5,33,
17-03-2013,26.6,20.7,33.2,
18-03-2013,26.7,19.9,34.4,
19-03-2013,26.9,19.9,34.6,
20-03-2013,27.1,20.4,34.6,
21-03-2013,26.8,20.5,34.5,
22-03-2013,27.7,21.6,34.8,
23-03-2013,27.7,22.5,34.8,
24-03-2013,27.4,20.8,34.8,
25-03-2013,28.1,21.3,34.8,
26-03-2013,28.8,23.2,35.4,
27-03-2013,28.5,22.9,35.8,
28-03-2013,28.6,22.4,36.4,
29-03-2013,29.2,22.9,36.6,
30-03-2013,29.2,24,36.6,
31-03-2013,28.1,,36.5,
01-04-2013,27.2,20.7,36.5,11.9
02-04-2013,26.9,22.9,34.9,0
03-04-2013,27.8,22.1,34.9,1
04-04-2013,29.8,23.5,36.1,0
05-04-2013,28.2,23.7,36.1,
06-04-2013,28.3,22.8,36,4.1
07-04-2013,29.9,23.3,36.8,0
08-04-2013,29.4,24.4,36.8,
09-04-2013,29.6,24.5,36,
10-04-2013,28.9,24,35.6,
11-04-2013,28.7,23.5,36.6,
12-04-2013,29,23.3,36.6,
13-04-2013,27.7,21.4,36.2,
14-04-2013,29.2,23.1,35.9,
15-04-2013,27.5,,35.9,
16-04-2013,28.2,21.4,35.9,3
17-04-2013,29.3,23.2,36.5,0
18-04-2013,28.7,22.9,36.5,
19-04-2013,28.2,22.5,35.8,
20-04-2013,28.9,23.3,35.7,
21-04-2013,28.2,22.6,35.7,
22-04-2013,27.1,21.9,35,
23-04-2013,27,22.2,35,
24-04-2013,27.6,23.2,34.7,
25-04-2013,28.4,23.3,34.7,
26-04-2013,28.2,24.4,34.5,
27-04-2013,28.4,23.3,35.3,
28-04-2013,27.3,23.2,35.4,
29-04-2013,27.1,22.5,35.4,0
30-04-2013,29.4,22.5,37,
01-05-2013,28.7,22.7,37,
02-05-2013,29.6,24,37.6,
03-05-2013,28.3,24,37.6,
04-05-2013,28.4,23.1,36,4.1
05-05-2013,28.3,22.8,35.8,5.3
06-05-2013,28.3,23.9,34.6,0
07-05-2013,28.8,24.3,35.1,
08-05-2013,28,23.4,35.1,
09-05-2013,26.9,21.9,35.3,0
10-05-2013,25.4,21.1,35.3,21.1
11-05-2013,26.3,20.5,34,14.2
12-05-2013,26.3,,31.4,7.1
13-05-2013,26.1,22.1,32.1,0
14-05-2013,26.3,21.9,32.1,
15-05-2013,26,21.6,33.8,
16-05-2013,26.8,21.5,33.8,
17-05-2013,28.7,22.7,36.4,
18-05-2013,27.6,,36.4,0
19-05-2013,26.2,22.4,35.7,13
20-05-2013,25.2,,33.8,4.3
21-05-2013,27.3,20.9,34,14.5
22-05-2013,26.2,20.9,34.2,0
23-05-2013,27,18.9,34.2,36.3
24-05-2013,27.5,22.4,34,0
25-05-2013,26.5,22,33.5,
26-05-2013,26.6,,33,0
27-05-2013,25.5,20.9,33,
28-05-2013,24.8,21.9,31.6,
29-05-2013,25.9,21.3,31.6,0.5
30-05-2013,24.3,,31.3,0
31-05-2013,23.7,20.9,31.3,31
01-06-2013,21.8,20,29.4,
02-06-2013,22.3,20,27.6,13.2
03-06-2013,22.3,19.2,27.6,5.1
04-06-2013,24.1,19.7,29.9,4.6
05-06-2013,25,21.2,29.9,0
06-06-2013,24.8,22,29.9,
07-06-2013,23.8,,29.9,0
08-06-2013,23,20.1,28.8,2
09-06-2013,23.8,20.1,28.4,0
10-06-2013,23.8,20.4,28.4,
11-06-2013,23.1,,28,0
12-06-2013,22.7,20.1,27.9,1.5
13-06-2013,23.7,20,28.3,0
14-06-2013,23.7,20.5,28.3,0
15-06-2013,23.4,20,28.6,0
16-06-2013,23.3,20.6,29.2,0.5
17-06-2013,22.9,20.5,29.2,0
18-06-2013,23.1,19.7,27.7,0.5
19-06-2013,24.3,20.2,29.2,0
20-06-2013,23.2,20.3,30.2,
21-06-2013,23.4,20,30.2,6.4
22-06-2013,22.6,20.4,29.2,4.8
23-06-2013,23.9,20.4,28.9,3.8
24-06-2013,23.3,20.5,28.9,0.3
25-06-2013,23.4,20.6,28.4,0
26-06-2013,22.4,20.9,27.8,0
27-06-2013,23.5,20.6,28.5,15.2
28-06-2013,23.3,20.1,29.8,7.4
29-06-2013,23.6,19.6,29.8,11.9
30-06-2013,23.4,19.8,28.5,0
01-07-2013,23.7,19.4,29.2,
02-07-2013,22.6,19.8,29.2,0
03-07-2013,22.2,19.9,28.1,2.5
04-07-2013,23.4,19.9,28.3,2.5
05-07-2013,23.2,20.5,28.3,1.3
06-07-2013,23.6,20.4,29.6,0
07-07-2013,23.3,20.6,29.6,10.4
08-07-2013,23.8,20.5,28.7,0
09-07-2013,22.6,20.4,28.8,0
10-07-2013,21.3,19.5,28.8,10.9
11-07-2013,22.1,19.5,27.4,19.6
12-07-2013,22.9,20.2,26.9,3.8
13-07-2013,22.2,20.2,27.3,0
14-07-2013,23.1,20.9,27.4,5.8
15-07-2013,22.9,20.2,28.3,2.5
16-07-2013,22.2,20.9,28.3,2.8
17-07-2013,23,20.2,27,7.9
18-07-2013,22.1,,26.6,0
19-07-2013,21.4,19.7,27,9.9
20-07-2013,21.3,19.7,27,49.3
21-07-2013,22.5,19.9,26,4.6
22-07-2013,22.6,20.1,26,0.3
23-07-2013,22.4,20.4,27.3,1
24-07-2013,22.4,20.1,27.3,1.3
25-07-2013,23.1,19.8,27.6,1
26-07-2013,22.6,20,27.6,0
27-07-2013,22.3,19.7,27.4,0
28-07-2013,22.3,20,27.4,1
29-07-2013,21.9,,26.1,0.8
30-07-2013,22.5,18.7,26.9,0
31-07-2013,22,20,26.9,0
01-08-2013,22.1,20,26.2,0
02-08-2013,23.2,20.1,28.4,0.3
03-08-2013,22.7,20.9,28.4,0
04-08-2013,23.2,19.9,28.3,16.5
05-08-2013,22.3,,28.3,0
06-08-2013,22.8,19.3,27.3,0.5
07-08-2013,23.4,20.1,28,0
08-08-2013,23.9,20.6,29.5,
09-08-2013,23.7,20.9,29.5,0
10-08-2013,23.1,20.1,28.4,0.8
11-08-2013,23.5,20.4,28.9,0.3
12-08-2013,23.5,20.1,28.9,2
13-08-2013,22.9,,27.8,0
14-08-2013,21.3,,27.8,7.9
15-08-2013,20.7,19,25.1,21.3
16-08-2013,21.1,19.5,25.1,7.1
17-08-2013,22.2,19.6,25.7,11.2
18-08-2013,23.1,19.7,26.8,2.3
19-08-2013,22.6,19.6,26.8,1.5
20-08-2013,22.4,19.7,26.7,0
21-08-2013,22.7,20.1,28.4,5.6
22-08-2013,23.4,19.2,28.4,0
23-08-2013,22.1,19.9,28.3,0
24-08-2013,22.1,18.6,26.7,0.5
25-08-2013,22.4,19.5,26.7,14.5
26-08-2013,23.9,19.5,29,0.3
27-08-2013,24.2,19.9,29.7,0
28-08-2013,24.8,20.4,29.7,
29-08-2013,25.2,21,30.3,
30-08-2013,25.8,21.8,30.3,
31-08-2013,24.6,21.9,30.1,1.5
01-09-2013,24.3,19.2,30.8,22.9
02-09-2013,23.9,19,31.4,79.8
03-09-2013,22.9,19.5,31.4,12.4
04-09-2013,22.9,19.4,29.6,3.8
05-09-2013,22.8,19.7,28,1.5
06-09-2013,23.3,19.7,28,3
07-09-2013,22.2,,27.7,0
08-09-2013,21.8,19.5,25.4,3
09-09-2013,21.7,19.1,25.4,60.7
10-09-2013,22,19.6,25.3,42.9
11-09-2013,22.2,19.7,25.8,1.5
12-09-2013,22,19.8,26.3,40.1
13-09-2013,22.9,19.8,27.4,42.4
14-09-2013,23.2,20.5,27.5,27.2
15-09-2013,23,20.6,27.5,1.5
16-09-2013,23.7,20.2,28.4,0
17-09-2013,23.3,20.7,28.4,
18-09-2013,22.9,20.5,28.8,
19-09-2013,23.2,20.5,28.8,
20-09-2013,22.1,20.6,28.4,0
21-09-2013,23.1,20.2,27.9,1.8
22-09-2013,22.8,,27.9,1
23-09-2013,23.5,18.5,29,0
24-09-2013,23.6,19.4,29,
25-09-2013,23.8,19.4,28.3,
26-09-2013,24.7,19.5,30.4,
27-09-2013,24.9,20,30.8,
28-09-2013,23.4,20.9,30.8,
29-09-2013,23.6,19.5,28.9,
30-09-2013,22.7,19.2,28.9,
01-10-2013,23.8,19.6,29.5,
02-10-2013,24.2,21.1,29.5,
03-10-2013,23.6,20.3,28.9,0
04-10-2013,23.4,18.7,29.4,
05-10-2013,23.1,18.4,29.4,
06-10-2013,23.8,19.2,28.6,0
07-10-2013,24.8,20.2,30,
08-10-2013,23.9,21.1,30,6.6
09-10-2013,23.2,19.2,28.4,22.4
10-10-2013,23.5,20.4,28,0
11-10-2013,23.5,20.2,29,
12-10-2013,22.7,18.6,29,
13-10-2013,23.9,20,28.9,
14-10-2013,24.9,20.6,30.8,
15-10-2013,24.1,21.6,30.8,
16-10-2013,24.5,21,29.2,0.8
17-10-2013,24.9,20.9,30.2,0
18-10-2013,24.8,20.5,30.5,1.3
19-10-2013,24.4,20.3,30.5,0
20-10-2013,21.9,20.1,30.4,3.3
21-10-2013,21.5,19.5,27.2,1
22-10-2013,21.4,19.5,26,3.3
23-10-2013,22.3,20,25.8,1.5
24-10-2013,22.6,20,26.4,0.8
25-10-2013,23.2,20.7,27,5.6
26-10-2013,23.4,20.7,29.4,0
27-10-2013,23.3,19.8,29.4,23.4
28-10-2013,22.6,20.5,28.4,26.9
29-10-2013,24,20.6,28.8,0
30-10-2013,23.1,21.9,28.8,3.3
31-10-2013,23.4,18.6,28.7,0
01-11-2013,24.2,19.6,29.6,
02-11-2013,22.9,19.9,29.6,2
03-11-2013,22.9,20,29,0.8
04-11-2013,23.1,20.4,28.8,1
05-11-2013,22.4,19.1,28.8,0
06-11-2013,22.6,18.2,28.4,
07-11-2013,23.3,19,29,
08-11-2013,22.2,,29,
09-11-2013,22.2,17.3,28.2,
10-11-2013,22.1,17.5,28.6,
11-11-2013,22.5,18.4,28.7,
12-11-2013,22.7,18.2,28.7,
13-11-2013,21.8,18.5,28.6,
14-11-2013,22,17.9,28,
15-11-2013,21.4,15.6,28,
16-11-2013,19.1,17.7,27.9,
17-11-2013,21.3,17.6,26,
18-11-2013,21.5,19.9,26.4,
19-11-2013,22.4,16.8,29,
20-11-2013,22.3,17.9,29,
21-11-2013,22.7,16.5,30,
22-11-2013,23.9,17.6,30.9,
23-11-2013,21.9,19.9,30.9,
24-11-2013,22.4,19,28.3,108.5
25-11-2013,22.5,20.7,28.5,0.5
26-11-2013,23.1,19.2,29.2,2.3
27-11-2013,22.7,18.8,29.2,0
28-11-2013,21.9,17.8,28.8,
